# HORMUZ-VIETNAM CRISIS TRACKER — DATA FILE
# Last updated: 2026-03-31

[vnFuel],,,,,,,,
date,ron95,diesel,,,,,,
1-Jan-26,18917,17255,,,,,,
2-Jan-26,18917,17255,,,,,,
5-Jan-26,18917,17255,,,,,,
6-Jan-26,18917,17255,,,,,,
7-Jan-26,18917,17255,,,,,,
8-Jan-26,18560,17061,,,,,,
9-Jan-26,18560,17061,,,,,,
12-Jan-26,18560,17061,,,,,,
13-Jan-26,18560,17061,,,,,,
14-Jan-26,18560,17061,,,,,,
15-Jan-26,18712,17287,,,,,,
16-Jan-26,18712,17287,,,,,,
19-Jan-26,18712,17287,,,,,,
20-Jan-26,18712,17287,,,,,,
21-Jan-26,18712,17287,,,,,,
22-Jan-26,18631,17700,,,,,,
23-Jan-26,18631,17700,,,,,,
26-Jan-26,18631,17700,,,,,,
27-Jan-26,18631,17700,,,,,,
28-Jan-26,18631,17700,,,,,,
29-Jan-26,18845,18173,,,,,,
30-Jan-26,18845,18173,,,,,,
2-Feb-26,18845,18173,,,,,,
3-Feb-26,18845,18173,,,,,,
4-Feb-26,18845,18173,,,,,,
5-Feb-26,18880,18453,,,,,,
6-Feb-26,18880,18453,,,,,,
9-Feb-26,18880,18453,,,,,,
10-Feb-26,18880,18453,,,,,,
11-Feb-26,18880,18453,,,,,,
12-Feb-26,19298,18463,,,,,,
13-Feb-26,19298,18463,,,,,,
16-Feb-26,19298,18463,,,,,,
17-Feb-26,19298,18463,,,,,,
18-Feb-26,19298,18463,,,,,,
19-Feb-26,19298,18463,,,,,,
20-Feb-26,19152,18525,,,,,,
23-Feb-26,19152,18525,,,,,,
24-Feb-26,19152,18525,,,,,,
25-Feb-26,19152,18525,,,,,,
26-Feb-26,20151,19279,,,,,,
27-Feb-26,20151,19279,,,,,,
2-Mar-26,20151,19279,,,,,,
3-Mar-26,20151,19279,,,,,,
4-Mar-26,20151,19279,,,,,,
5-Mar-26,22340,23037,,,,,,
6-Mar-26,22340,23037,,,,,,
9-Mar-26,22340,23037,,,,,,
10-Mar-26,29120,30717,,,,,,
11-Mar-26,25240,26470,,,,,,
12-Mar-26,25575,27025,,,,,,
13-Mar-26,25575,27025,,,,,,
16-Mar-26,25575,27025,,,,,,
17-Mar-26,25575,27025,,,,,,
18-Mar-26,25575,27025,,,,,,
19-Mar-26,30690,33420,,,,,,
20-Mar-26,30690,33420,,,,,,
23-Mar-26,30690,33420,,,,,,
24-Mar-26,30690,33420,,,,,,
25-Mar-26,29957,37899,,,,,,
26-Mar-26,24332,35440,,,,,,
27-Mar-26,24332,35440,,,,,,
,,,,,,,,
30-Mar-26,24332,35440
31-Mar-26,24332,35440

[vnFuelFull]
date,date_iso,ron92,ron95,diesel,kerosene,hfo
18-Jul-24,2024-07-18,22174,23178,20504,20664,17611
19-Jul-24,2024-07-19,22174,23178,20504,20664,17611
22-Jul-24,2024-07-22,22174,23178,20504,20664,17611
23-Jul-24,2024-07-23,22174,23178,20504,20664,17611
24-Jul-24,2024-07-24,22174,23178,20504,20664,17611
25-Jul-24,2024-07-25,21900,22884,20194,20326,17178
26-Jul-24,2024-07-26,21900,22884,20194,20326,17178
29-Jul-24,2024-07-29,21900,22884,20194,20326,17178
30-Jul-24,2024-07-30,21900,22884,20194,20326,17178
31-Jul-24,2024-07-31,21900,22884,20194,20326,17178
1-Aug-24,2024-08-01,21616,22603,19878,20095,16886
2-Aug-24,2024-08-02,21616,22603,19878,20095,16886
5-Aug-24,2024-08-05,21616,22603,19878,20095,16886
6-Aug-24,2024-08-06,21616,22603,19878,20095,16886
7-Aug-24,2024-08-07,21616,22603,19878,20095,16886
8-Aug-24,2024-08-08,20715,21673,19141,19411,16028
9-Aug-24,2024-08-09,20715,21673,19141,19411,16028
12-Aug-24,2024-08-12,20715,21673,19141,19411,16028
13-Aug-24,2024-08-13,20715,21673,19141,19411,16028
14-Aug-24,2024-08-14,20715,21673,19141,19411,16028
15-Aug-24,2024-08-15,20882,21852,19230,19572,16245
16-Aug-24,2024-08-16,20882,21852,19230,19572,16245
19-Aug-24,2024-08-19,20882,21852,19230,19572,16245
20-Aug-24,2024-08-20,20882,21852,19230,19572,16245
21-Aug-24,2024-08-21,20882,21852,19230,19572,16245
22-Aug-24,2024-08-22,20424,21317,18776,19149,15756
23-Aug-24,2024-08-23,20424,21317,18776,19149,15756
26-Aug-24,2024-08-26,20424,21317,18776,19149,15756
27-Aug-24,2024-08-27,20424,21317,18776,19149,15756
28-Aug-24,2024-08-28,20424,21317,18776,19149,15756
29-Aug-24,2024-08-29,20332,21109,18477,19065,15562
30-Aug-24,2024-08-30,20332,21109,18477,19065,15562
2-Sep-24,2024-09-02,20332,21109,18477,19065,15562
3-Sep-24,2024-09-03,20332,21109,18477,19065,15562
4-Sep-24,2024-09-04,20332,21109,18477,19065,15562
5-Sep-24,2024-09-05,19979,20827,18092,18724,15155
6-Sep-24,2024-09-06,19979,20827,18092,18724,15155
9-Sep-24,2024-09-09,19979,20827,18092,18724,15155
10-Sep-24,2024-09-10,19979,20827,18092,18724,15155
11-Sep-24,2024-09-11,19979,20827,18092,18724,15155
12-Sep-24,2024-09-12,18890,19635,17165,17790,14467
13-Sep-24,2024-09-13,18890,19635,17165,17790,14467
16-Sep-24,2024-09-16,18890,19635,17165,17790,14467
17-Sep-24,2024-09-17,18890,19635,17165,17790,14467
18-Sep-24,2024-09-18,18890,19635,17165,17790,14467
19-Sep-24,2024-09-19,18941,19762,17043,17551,14826
20-Sep-24,2024-09-20,18941,19762,17043,17551,14826
23-Sep-24,2024-09-23,18941,19762,17043,17551,14826
24-Sep-24,2024-09-24,18941,19762,17043,17551,14826
25-Sep-24,2024-09-25,18941,19762,17043,17551,14826
26-Sep-24,2024-09-26,19620,20518,17506,17873,15357
27-Sep-24,2024-09-27,19620,20518,17506,17873,15357
30-Sep-24,2024-09-30,19620,20518,17506,17873,15357
1-Oct-24,2024-10-01,19620,20518,17506,17873,15357
2-Oct-24,2024-10-02,19620,20518,17506,17873,15357
3-Oct-24,2024-10-03,18850,19803,17401,17651,15003
4-Oct-24,2024-10-04,18850,19803,17401,17651,15003
7-Oct-24,2024-10-07,18850,19803,17401,17651,15003
8-Oct-24,2024-10-08,18850,19803,17401,17651,15003
9-Oct-24,2024-10-09,18850,19803,17401,17651,15003
10-Oct-24,2024-10-10,19846,21061,18500,18790,15911
11-Oct-24,2024-10-11,19846,21061,18500,18790,15911
14-Oct-24,2024-10-14,19846,21061,18500,18790,15911
15-Oct-24,2024-10-15,19846,21061,18500,18790,15911
16-Oct-24,2024-10-16,19846,21061,18500,18790,15911
17-Oct-24,2024-10-17,19730,20962,18321,18627,16090
18-Oct-24,2024-10-18,19730,20962,18321,18627,16090
21-Oct-24,2024-10-21,19730,20962,18321,18627,16090
22-Oct-24,2024-10-22,19730,20962,18321,18627,16090
23-Oct-24,2024-10-23,19730,20962,18321,18627,16090
24-Oct-24,2024-10-24,19692,20894,18057,18570,16229
25-Oct-24,2024-10-25,19692,20894,18057,18570,16229
28-Oct-24,2024-10-28,19692,20894,18057,18570,16229
29-Oct-24,2024-10-29,19692,20894,18057,18570,16229
30-Oct-24,2024-10-30,19692,20894,18057,18570,16229
31-Oct-24,2024-10-31,19408,20503,18148,18833,16461
1-Nov-24,2024-11-01,19408,20503,18148,18833,16461
4-Nov-24,2024-11-04,19408,20503,18148,18833,16461
5-Nov-24,2024-11-05,19408,20503,18148,18833,16461
6-Nov-24,2024-11-06,19408,20503,18148,18833,16461
7-Nov-24,2024-11-07,19744,20854,18917,19294,16394
8-Nov-24,2024-11-08,19744,20854,18917,19294,16394
11-Nov-24,2024-11-11,19744,20854,18917,19294,16394
12-Nov-24,2024-11-12,19744,20854,18917,19294,16394
13-Nov-24,2024-11-13,19744,20854,18917,19294,16394
14-Nov-24,2024-11-14,19452,20607,18573,18988,16009
15-Nov-24,2024-11-15,19452,20607,18573,18988,16009
18-Nov-24,2024-11-18,19452,20607,18573,18988,16009
19-Nov-24,2024-11-19,19452,20607,18573,18988,16009
20-Nov-24,2024-11-20,19452,20607,18573,18988,16009
21-Nov-24,2024-11-21,19343,20528,18509,18921,16014
22-Nov-24,2024-11-22,19343,20528,18509,18921,16014
25-Nov-24,2024-11-25,19343,20528,18509,18921,16014
26-Nov-24,2024-11-26,19343,20528,18509,18921,16014
27-Nov-24,2024-11-27,19343,20528,18509,18921,16014
28-Nov-24,2024-11-28,19840,20857,18777,19142,16125
29-Nov-24,2024-11-29,19840,20857,18777,19142,16125
2-Dec-24,2024-12-02,19840,20857,18777,19142,16125
3-Dec-24,2024-12-03,19840,20857,18777,19142,16125
4-Dec-24,2024-12-04,19840,20857,18777,19142,16125
5-Dec-24,2024-12-05,19864,20563,18382,18817,16125
6-Dec-24,2024-12-06,19864,20563,18382,18817,16125
9-Dec-24,2024-12-09,19864,20563,18382,18817,16125
10-Dec-24,2024-12-10,19864,20563,18382,18817,16125
11-Dec-24,2024-12-11,19864,20563,18382,18817,16125
12-Dec-24,2024-12-12,19861,20596,18255,18566,15574
13-Dec-24,2024-12-13,19861,20596,18255,18566,15574
16-Dec-24,2024-12-16,19861,20596,18255,18566,15574
17-Dec-24,2024-12-17,19861,20596,18255,18566,15574
18-Dec-24,2024-12-18,19861,20596,18255,18566,15574
19-Dec-24,2024-12-19,20244,21004,18733,18968,15903
20-Dec-24,2024-12-20,20244,21004,18733,18968,15903
23-Dec-24,2024-12-23,20244,21004,18733,18968,15903
24-Dec-24,2024-12-24,20244,21004,18733,18968,15903
25-Dec-24,2024-12-25,20244,21004,18733,18968,15903
26-Dec-24,2024-12-26,19817,20547,18630,18708,15970
27-Dec-24,2024-12-27,19817,20547,18630,18708,15970
30-Dec-24,2024-12-30,19817,20547,18630,18708,15970
31-Dec-24,2024-12-31,19817,20547,18630,18708,15970
1-Jan-25,2025-01-01,19817,20547,18630,18708,15970
2-Jan-25,2025-01-02,20057,20746,18755,18834,16099
3-Jan-25,2025-01-03,20057,20746,18755,18834,16099
6-Jan-25,2025-01-06,20057,20746,18755,18834,16099
7-Jan-25,2025-01-07,20057,20746,18755,18834,16099
8-Jan-25,2025-01-08,20057,20746,18755,18834,16099
9-Jan-25,2025-01-09,20431,21019,19243,19244,16182
10-Jan-25,2025-01-10,20431,21019,19243,19244,16182
13-Jan-25,2025-01-13,20431,21019,19243,19244,16182
14-Jan-25,2025-01-14,20431,21019,19243,19244,16182
15-Jan-25,2025-01-15,20431,21019,19243,19244,16182
16-Jan-25,2025-01-16,20750,21220,19782,19706,17181
17-Jan-25,2025-01-17,20750,21220,19782,19706,17181
20-Jan-25,2025-01-20,20750,21220,19782,19706,17181
21-Jan-25,2025-01-21,20750,21220,19782,19706,17181
22-Jan-25,2025-01-22,20750,21220,19782,19706,17181
23-Jan-25,2025-01-23,20592,21142,20194,20110,17752
24-Jan-25,2025-01-24,20592,21142,20194,20110,17752
27-Jan-25,2025-01-27,20592,21142,20194,20110,17752
28-Jan-25,2025-01-28,20592,21142,20194,20110,17752
29-Jan-25,2025-01-29,20592,21142,20194,20110,17752
30-Jan-25,2025-01-30,20592,21142,20194,20110,17752
31-Jan-25,2025-01-31,20592,21142,20194,20110,17752
3-Feb-25,2025-02-03,20391,21002,19246,19439,17502
4-Feb-25,2025-02-04,20391,21002,19246,19439,17502
5-Feb-25,2025-02-05,20391,21002,19246,19439,17502
6-Feb-25,2025-02-06,20442,20928,19054,19414,17354
7-Feb-25,2025-02-07,20442,20928,19054,19414,17354
10-Feb-25,2025-02-10,20442,20928,19054,19414,17354
11-Feb-25,2025-02-11,20442,20928,19054,19414,17354
12-Feb-25,2025-02-12,20442,20928,19054,19414,17354
13-Feb-25,2025-02-13,20598,21074,19073,19473,17779
14-Feb-25,2025-02-14,20598,21074,19073,19473,17779
17-Feb-25,2025-02-17,20598,21074,19073,19473,17779
18-Feb-25,2025-02-18,20598,21074,19073,19473,17779
19-Feb-25,2025-02-19,20598,21074,19073,19473,17779
20-Feb-25,2025-02-20,20855,21331,19063,19513,17596
21-Feb-25,2025-02-21,20598,21074,19073,19473,17779
24-Feb-25,2025-02-24,20598,21074,19073,19473,17779
25-Feb-25,2025-02-25,20598,21074,19073,19473,17779
26-Feb-25,2025-02-26,20598,21074,19073,19473,17779
27-Feb-25,2025-02-27,20658,21112,18957,19335,17615
28-Feb-25,2025-02-28,20658,21112,18957,19335,17615
3-Mar-25,2025-03-03,20658,21112,18957,19335,17615
4-Mar-25,2025-03-04,20658,21112,18957,19335,17615
5-Mar-25,2025-03-05,20658,21112,18957,19335,17615
6-Mar-25,2025-03-06,19961,20402,18333,18573,17150
7-Mar-25,2025-03-07,19961,20402,18333,18573,17150
10-Mar-25,2025-03-10,19961,20402,18333,18573,17150
11-Mar-25,2025-03-11,19961,20402,18333,18573,17150
12-Mar-25,2025-03-12,19961,20402,18333,18573,17150
13-Mar-25,2025-03-13,19281,19649,17898,18090,16995
14-Mar-25,2025-03-14,19281,19649,17898,18090,16995
17-Mar-25,2025-03-17,19281,19649,17898,18090,16995
18-Mar-25,2025-03-18,19281,19649,17898,18090,16995
19-Mar-25,2025-03-19,19281,19649,17898,18090,16995
20-Mar-25,2025-03-20,19695,20087,17893,18118,16955
21-Mar-25,2025-03-21,19695,20087,17893,18118,16955
24-Mar-25,2025-03-24,19695,20087,17893,18118,16955
25-Mar-25,2025-03-25,19695,20087,17893,18118,16955
26-Mar-25,2025-03-26,19695,20087,17893,18118,16955
27-Mar-25,2025-03-27,20032,20424,18217,18524,16902
28-Mar-25,2025-03-28,20032,20424,18217,18524,16902
31-Mar-25,2025-03-31,20032,20424,18217,18524,16902
1-Apr-25,2025-04-01,20032,20424,18217,18524,16902
2-Apr-25,2025-04-02,20032,20424,18217,18524,16902
3-Apr-25,2025-04-03,20373,20919,18478,18735,17026
4-Apr-25,2025-04-04,20373,20919,18478,18735,17026
7-Apr-25,2025-04-07,20373,20919,18478,18735,17026
8-Apr-25,2025-04-08,20373,20919,18478,18735,17026
9-Apr-25,2025-04-09,20373,20919,18478,18735,17026
10-Apr-25,2025-04-10,18882,19207,17243,17413,15902
11-Apr-25,2025-04-11,18882,19207,17243,17413,15902
14-Apr-25,2025-04-14,18882,19207,17243,17413,15902
15-Apr-25,2025-04-15,18882,19207,17243,17413,15902
16-Apr-25,2025-04-16,18882,19207,17243,17413,15902
17-Apr-25,2025-04-17,18498,18856,17037,17184,15960
18-Apr-25,2025-04-18,18498,18856,17037,17184,15960
21-Apr-25,2025-04-21,18498,18856,17037,17184,15960
22-Apr-25,2025-04-22,18498,18856,17037,17184,15960
23-Apr-25,2025-04-23,18498,18856,17037,17184,15960
24-Apr-25,2025-04-24,19238,19638,17524,17715,16524
25-Apr-25,2025-04-25,19238,19638,17524,17715,16524
28-Apr-25,2025-04-28,19238,19638,17524,17715,16524
29-Apr-25,2025-04-29,19238,19638,17524,17715,16524
30-Apr-25,2025-04-30,19238,19638,17524,17715,16524
1-May-25,2025-05-01,19238,19638,17524,17715,16524
2-May-25,2025-05-02,19238,19638,17524,17715,16524
5-May-25,2025-05-05,19154,19586,17359,17564,16198
6-May-25,2025-05-06,19154,19586,17359,17564,16198
7-May-25,2025-05-07,19154,19586,17359,17564,16198
8-May-25,2025-05-08,19154,19586,17359,17564,16198
9-May-25,2025-05-09,19154,19586,17359,17564,16198
12-May-25,2025-05-12,19154,19586,17359,17564,16198
13-May-25,2025-05-13,19154,19586,17359,17564,16198
14-May-25,2025-05-14,19154,19586,17359,17564,16198
15-May-25,2025-05-15,19180,19594,17228,17226,16160
16-May-25,2025-05-16,19180,19594,17228,17226,16160
19-May-25,2025-05-19,19180,19594,17228,17226,16160
20-May-25,2025-05-20,19180,19594,17228,17226,16160
21-May-25,2025-05-21,19180,19594,17228,17226,16160
22-May-25,2025-05-22,19122,19532,17405,17314,16512
23-May-25,2025-05-23,19122,19532,17405,17314,16512
26-May-25,2025-05-26,19122,19532,17405,17314,16512
27-May-25,2025-05-27,19122,19532,17405,17314,16512
28-May-25,2025-05-28,19122,19532,17405,17314,16512
29-May-25,2025-05-29,19196,19565,17136,17108,16264
30-May-25,2025-05-30,19196,19565,17136,17108,16264
2-Jun-25,2025-06-02,19196,19565,17136,17108,16264
3-Jun-25,2025-06-03,19196,19565,17136,17108,16264
4-Jun-25,2025-06-04,19196,19565,17136,17108,16264
5-Jun-25,2025-06-05,19263,19698,17420,17284,16178
6-Jun-25,2025-06-06,19263,19698,17420,17284,16178
9-Jun-25,2025-06-09,19263,19698,17420,17284,16178
10-Jun-25,2025-06-10,19263,19698,17420,17284,16178
11-Jun-25,2025-06-11,19263,19698,17420,17284,16178
13-Jun-25,2025-06-13,19462,19967,17700,17511,16461
16-Jun-25,2025-06-16,19462,19967,17700,17511,16461
17-Jun-25,2025-06-17,19462,19967,17700,17511,16461
18-Jun-25,2025-06-18,19462,19967,17700,17511,16461
19-Jun-25,2025-06-19,20631,21244,19156,18923,17643
20-Jun-25,2025-06-20,20631,21244,19156,18923,17643
23-Jun-25,2025-06-23,20631,21244,19156,18923,17643
24-Jun-25,2025-06-24,20631,21244,19156,18923,17643
25-Jun-25,2025-06-25,20631,21244,19156,18923,17643
26-Jun-25,2025-06-26,20911,21507,19707,19417,17269
27-Jun-25,2025-06-27,20911,21507,19707,19417,17269
30-Jun-25,2025-06-30,20911,21507,19707,19417,17269
1-Jul-25,2025-07-01,20911,21507,19707,19417,17269
2-Jul-25,2025-07-02,20911,21507,19707,19417,17269
3-Jul-25,2025-07-03,19445,19906,18408,18132,15807
4-Jul-25,2025-07-04,19445,19906,18408,18132,15807
7-Jul-25,2025-07-07,19445,19906,18408,18132,15807
8-Jul-25,2025-07-08,19445,19906,18408,18132,15807
9-Jul-25,2025-07-09,19445,19906,18408,18132,15807
10-Jul-25,2025-07-10,19659,20090,18837,18371,15563
11-Jul-25,2025-07-11,19659,20090,18837,18371,15563
14-Jul-25,2025-07-14,19659,20090,18837,18371,15563
15-Jul-25,2025-07-15,19659,20090,18837,18371,15563
16-Jul-25,2025-07-16,19659,20090,18837,18371,15563
17-Jul-25,2025-07-17,19481,19925,18799,18429,15478
18-Jul-25,2025-07-18,19481,19925,18799,18429,15478
21-Jul-25,2025-07-21,19481,19925,18799,18429,15478
22-Jul-25,2025-07-22,19481,19925,18799,18429,15478
23-Jul-25,2025-07-23,19481,19925,18799,18429,15478
24-Jul-25,2025-07-24,19279,19709,19129,18628,15379
25-Jul-25,2025-07-25,19279,19709,19129,18628,15379
28-Jul-25,2025-07-28,19279,19709,19129,18628,15379
29-Jul-25,2025-07-29,19279,19709,19129,18628,15379
30-Jul-25,2025-07-30,19279,19709,19129,18628,15379
31-Jul-25,2025-07-31,19401,19840,19068,18714,15533
1-Aug-25,2025-08-01,19401,19840,19068,18714,15533
4-Aug-25,2025-08-04,19401,19840,19068,18714,15533
5-Aug-25,2025-08-05,19401,19840,19068,18714,15533
6-Aug-25,2025-08-06,19401,19840,19068,18714,15533
7-Aug-25,2025-08-07,19608,20074,18800,18660,15647
8-Aug-25,2025-08-08,19608,20074,18800,18660,15647
11-Aug-25,2025-08-11,19608,20074,18800,18660,15647
12-Aug-25,2025-08-12,19608,20074,18800,18660,15647
13-Aug-25,2025-08-13,19608,20074,18800,18660,15647
14-Aug-25,2025-08-14,19354,19884,18077,18020,15268
15-Aug-25,2025-08-15,19354,19884,18077,18020,15268
18-Aug-25,2025-08-18,19354,19884,18077,18020,15268
19-Aug-25,2025-08-19,19354,19884,18077,18020,15268
20-Aug-25,2025-08-20,19354,19884,18077,18020,15268
21-Aug-25,2025-08-21,19464,20092,17905,17814,15116
22-Aug-25,2025-08-22,19464,20092,17905,17814,15116
25-Aug-25,2025-08-25,19464,20092,17905,17814,15116
26-Aug-25,2025-08-26,19464,20092,17905,17814,15116
27-Aug-25,2025-08-27,19464,20092,17905,17814,15116
28-Aug-25,2025-08-28,19771,20363,18357,18225,15260
29-Aug-25,2025-08-29,19771,20363,18357,18225,15260
1-Sep-25,2025-09-01,19771,20363,18357,18225,15260
2-Sep-25,2025-09-02,19771,20363,18357,18225,15260
3-Sep-25,2025-09-03,19771,20363,18357,18225,15260
4-Sep-25,2025-09-04,19851,20439,18473,18314,15376
5-Sep-25,2025-09-05,19851,20439,18473,18314,15376
8-Sep-25,2025-09-08,19851,20439,18473,18314,15376
9-Sep-25,2025-09-09,19851,20439,18473,18314,15376
10-Sep-25,2025-09-10,19851,20439,18473,18314,15376
11-Sep-25,2025-09-11,19756,20400,18643,18368,15090
12-Sep-25,2025-09-12,19756,20400,18643,18368,15090
15-Sep-25,2025-09-15,19756,20400,18643,18368,15090
16-Sep-25,2025-09-16,19756,20400,18643,18368,15090
17-Sep-25,2025-09-17,19756,20400,18643,18368,15090
18-Sep-25,2025-09-18,19986,20608,18705,18544,15130
19-Sep-25,2025-09-19,19986,20608,18705,18544,15130
22-Sep-25,2025-09-22,19986,20608,18705,18544,15130
23-Sep-25,2025-09-23,19986,20608,18705,18544,15130
24-Sep-25,2025-09-24,19986,20608,18705,18544,15130
25-Sep-25,2025-09-25,19618,20165,18658,18628,15209
26-Sep-25,2025-09-26,19618,20165,18658,18628,15209
29-Sep-25,2025-09-29,19618,20165,18658,18628,15209
30-Sep-25,2025-09-30,19618,20165,18658,18628,15209
1-Oct-25,2025-10-01,19618,20165,18658,18628,15209
2-Oct-25,2025-10-02,19624,20209,19038,19005,15370
3-Oct-25,2025-10-03,19624,20209,19038,19005,15370
6-Oct-25,2025-10-06,19624,20209,19038,19005,15370
7-Oct-25,2025-10-07,19624,20209,19038,19005,15370
8-Oct-25,2025-10-08,19624,20209,19038,19005,15370
9-Oct-25,2025-10-09,19138,19729,18604,18434,14808
10-Oct-25,2025-10-10,19138,19729,18604,18434,14808
13-Oct-25,2025-10-13,19138,19729,18604,18434,14808
14-Oct-25,2025-10-14,19138,19729,18604,18434,14808
15-Oct-25,2025-10-15,19138,19729,18604,18434,14808
16-Oct-25,2025-10-16,19226,19903,18423,18406,14371
17-Oct-25,2025-10-17,19226,19903,18423,18406,14371
20-Oct-25,2025-10-20,19226,19903,18423,18406,14371
21-Oct-25,2025-10-21,19226,19903,18423,18406,14371
22-Oct-25,2025-10-22,19226,19903,18423,18406,14371
23-Oct-25,2025-10-23,19050,19726,17885,18115,14098
24-Oct-25,2025-10-24,19050,19726,17885,18115,14098
27-Oct-25,2025-10-27,19050,19726,17885,18115,14098
28-Oct-25,2025-10-28,19050,19726,17885,18115,14098
29-Oct-25,2025-10-29,19050,19726,17885,18115,14098
30-Oct-25,2025-10-30,19760,20488,19203,19271,14639
31-Oct-25,2025-10-31,19760,20488,19203,19271,14639
3-Nov-25,2025-11-03,19760,20488,19203,19271,14639
4-Nov-25,2025-11-04,19760,20488,19203,19271,14639
5-Nov-25,2025-11-05,19760,20488,19203,19271,14639
6-Nov-25,2025-11-06,19682,20416,19323,19395,14320
7-Nov-25,2025-11-07,19682,20416,19323,19395,14320
10-Nov-25,2025-11-10,19682,20416,19323,19395,14320
11-Nov-25,2025-11-11,19682,20416,19323,19395,14320
12-Nov-25,2025-11-12,19682,20416,19323,19395,14320
13-Nov-25,2025-11-13,19844,20576,19864,19935,14074
14-Nov-25,2025-11-14,19844,20576,19864,19935,14074
17-Nov-25,2025-11-17,19844,20576,19864,19935,14074
18-Nov-25,2025-11-18,19844,20576,19864,19935,14074
19-Nov-25,2025-11-19,19844,20576,19864,19935,14074
20-Nov-25,2025-11-20,19807,20542,19826,20288,13739
21-Nov-25,2025-11-21,19807,20542,19826,20288,13739
24-Nov-25,2025-11-24,19807,20542,19826,20288,13739
25-Nov-25,2025-11-25,19807,20542,19826,20288,13739
26-Nov-25,2025-11-26,19807,20542,19826,20288,13739
27-Nov-25,2025-11-27,19288,20009,18800,19473,13488
28-Nov-25,2025-11-28,19288,20009,18800,19473,13488
1-Dec-25,2025-12-01,19288,20009,18800,19473,13488
2-Dec-25,2025-12-02,19288,20009,18800,19473,13488
3-Dec-25,2025-12-03,19288,20009,18800,19473,13488
4-Dec-25,2025-12-04,19822,20460,18380,18893,13436
5-Dec-25,2025-12-05,19822,20460,18380,18893,13436
8-Dec-25,2025-12-08,19822,20460,18380,18893,13436
9-Dec-25,2025-12-09,19822,20460,18380,18893,13436
10-Dec-25,2025-12-10,19822,20460,18380,18893,13436
11-Dec-25,2025-12-11,19615,20082,18154,18641,13393
12-Dec-25,2025-12-12,19615,20082,18154,18641,13393
15-Dec-25,2025-12-15,19615,20082,18154,18641,13393
16-Dec-25,2025-12-16,19615,20082,18154,18641,13393
17-Dec-25,2025-12-17,19615,20082,18154,18641,13393
18-Dec-25,2025-12-18,19239,19620,17476,17937,13160
19-Dec-25,2025-12-19,19239,19620,17476,17937,13160
22-Dec-25,2025-12-22,19239,19620,17476,17937,13160
23-Dec-25,2025-12-23,19239,19620,17476,17937,13160
24-Dec-25,2025-12-24,19239,19620,17476,17937,13160
25-Dec-25,2025-12-25,18716,19006,17257,17709,13382
26-Dec-25,2025-12-26,18716,19006,17257,17709,13382
29-Dec-25,2025-12-29,18716,19006,17257,17709,13382
30-Dec-25,2025-12-30,18716,19006,17257,17709,13382
31-Dec-25,2025-12-31,18438,18917,17255,17694,13345
1-Jan-26,2026-01-01,18438,18917,17255,17694,13345
2-Jan-26,2026-01-02,18438,18917,17255,17694,13345
5-Jan-26,2026-01-05,18438,18917,17255,17694,13345
6-Jan-26,2026-01-06,18438,18917,17255,17694,13345
7-Jan-26,2026-01-07,18438,18917,17255,17694,13345
8-Jan-26,2026-01-08,18233,18560,17061,17559,13403
9-Jan-26,2026-01-09,18233,18560,17061,17559,13403
12-Jan-26,2026-01-12,18233,18560,17061,17559,13403
13-Jan-26,2026-01-13,18233,18560,17061,17559,13403
14-Jan-26,2026-01-14,18233,18560,17061,17559,13403
15-Jan-26,2026-01-15,18376,18712,17287,17697,13401
16-Jan-26,2026-01-16,18376,18712,17287,17697,13401
19-Jan-26,2026-01-19,18376,18712,17287,17697,13401
20-Jan-26,2026-01-20,18376,18712,17287,17697,13401
21-Jan-26,2026-01-21,18376,18712,17287,17697,13401
22-Jan-26,2026-01-22,18283,18631,17700,17950,13872
23-Jan-26,2026-01-23,18283,18631,17700,17950,13872
26-Jan-26,2026-01-26,18283,18631,17700,17950,13872
27-Jan-26,2026-01-27,18283,18631,17700,17950,13872
28-Jan-26,2026-01-28,18283,18631,17700,17950,13872
29-Jan-26,2026-01-29,18339,18845,18173,18176,14633
30-Jan-26,2026-01-30,18339,18845,18173,18176,14633
2-Feb-26,2026-02-02,18339,18845,18173,18176,14633
3-Feb-26,2026-02-03,18339,18845,18173,18176,14633
4-Feb-26,2026-02-04,18339,18845,18173,18176,14633
5-Feb-26,2026-02-05,18439,18880,18453,18390,15150
6-Feb-26,2026-02-06,18439,18880,18453,18390,15150
9-Feb-26,2026-02-09,18439,18880,18453,18390,15150
10-Feb-26,2026-02-10,18439,18880,18453,18390,15150
11-Feb-26,2026-02-11,18439,18880,18453,18390,15150
12-Feb-26,2026-02-12,18834,19298,18463,18512,15569
13-Feb-26,2026-02-13,18834,19298,18463,18512,15569
16-Feb-26,2026-02-16,18834,19298,18463,18512,15569
17-Feb-26,2026-02-17,18834,19298,18463,18512,15569
18-Feb-26,2026-02-18,18834,19298,18463,18512,15569
19-Feb-26,2026-02-19,18834,19298,18463,18512,15569
20-Feb-26,2026-02-20,18634,19152,18525,18615,15862
23-Feb-26,2026-02-23,18634,19152,18525,18615,15862
24-Feb-26,2026-02-24,18634,19152,18525,18615,15862
25-Feb-26,2026-02-25,18634,19152,18525,18615,15862
26-Feb-26,2026-02-26,19523,20151,19279,19469,15689
27-Feb-26,2026-02-27,19523,20151,19279,19469,15689
